Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
Samsung Galaxy A54 5g 128gb 8gb Branco,Samsung,2831.67,1661.0,41.34,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=svm6Wro1tuNq2DiiFf%2BmVXtLLTVI6Gt3fGiAFN8%2BblpQznwXiOZzOr6yB6aLUl5BUpoaAGycfwcP%2BU91MrAsbJbRBvpR%2FtEnodt57EOHQMJ7n6WGbpyR%2BEROjdXAGVcoOTvFB8bzzZz4kCQITpPBQXUxk%2BFIOmCnHWAoMiEL85GQ6EiTg%2FYo66%2Bx6Hl2Kmf7NLs4ymn9doflNfkyAStI9qeLzaoEQmlmTNXjWa6baKRTNDKKfOvURQHZv5pUBq%2Fh%2BYlNyxh69FqvEv0Io27Wlsjadu3UaNin1brfCfQu%2F0e%2F3nachigKNWS5fkt7i%2FsL4vec3kYq1k%2FIqVmKlThGLLri1BYC%2BqKD%2B9%2F4o0DR%2BJdDYTlVuBGjxnm6Zl2Jn9tFlHoTyLZCox1XACr%2FXI80L7YfEkVJF6QyjcvFbPdjaN3MV5TJ65rQChBjZqvYWNVdukJ%2BkBL%2BHpBIGVmqdU2Fc0qPqS3q9cVeeXw3XzuFnWpL%2FJQDD5q%2BUrs%2Fy1YhclQ4Hj0Z86bweTBogPPAK3DlcD1imZAfSLtCLZo%2F6v7RpjzNUTXFaCf%2FxMa2cDt2%2F70ggwnrfopktveD8tpj6sSOX%2Fu%2Bxg6QSg8uLzT2H7V8lKRKNSr0vINm%2Fyq%2FEGvTKD3yN0ElwsqnCP46jfFHVyydnmh%2Bqu27wxZSfkcpXYiB2wF6ZcrOHLGFTX%2FAX56JlPUOhzmfNIN7WNKX%2BWu70PfDtozJiSsFUj54K76H5buHcRl6qL5ys3s%2BibSkW7V0XO%2Bovo%2Fl5D95YQ7aI%2FYcZuEIiqby9IHOqF%2FhjiowUUrUIVYD%2BL47X%2F%2FrHzaAuHfUZ%2FVqh6UMqoqbfUx3furGm%2FMntlQ4PcRppRYzRJFRRoUCXQYwfU7KJj2rM0od0HUM5utxaLVGYIZCHlPE&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
"Celular Samsung Galaxy M15 5g, 6.000mah, Câmera Tripla Até 50mp, 128gb - Azul Claro",Samsung,1299.0,999.0,23.09,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=v7J8CBin8yequm1wCoEmTkTEDXePsCxG82PwD0CiacbNS5Wq8b2fsdBd7RyhnI40s7HF2XU%2FVuVjTDQX54gmMR2dPannGDCsjGQiMWyK%2F1FwtpyFuK9a2aZF%2BZHRcpmuJqIAFnSlx8to%2BhBoDDXGKbdMgVd%2FEhDmCTAtBEX1BjwmqzMdp4F87oNYPb3HKJpbTG4L6V6Jn%2FsZXTucVhlNE8KGejX%2BPB2RpbGg8DS3UFUxFBOgnw7GA63EsD%2F1Ci8aZgrtXKbARHrC50%2BHzBno9P7FWlYyNDC2QqiNZnt8psZ2XAhHKIqm0cBUMPqOeCP5jPuTCnHojYiXvmp2q1nmBZWHB8siC75xu8lFGOeRXOkBfQejHtYPxzkDa4Iqfm50scGUNjMyEv2c%2BweDJV9ZFumaZE25ijKCO1PbP5z%2Fw0Ec2dovSJZt2hY%2F7lltaSLtUZUL6LqTnTAgo10Oz59ND0sRP1Pdza0imuZljw8vMlbx0ycusU%2FCBvuXawNe%2F4SCw8tMHRvY5OR5oumhnTtZMl3Q5G7MshjHZKwzDCEyzNjrcCKTk4fZ5FWE2CzP%2FZcUGHHXe3yUCpmTpmR6ogxlCae7a3gnLjUGfRd99YQl923zRRs3kmZLW4nCOODeO3ojWMYH1kkBQzAtIOt97voNyxYVUBniGmBMAZjlSoHMkINPIhRiiCKwcJPM5r8Rig%2FGoElzqmA5DAT%2F7gxtdDNILkC22x9cJfvVSreqq2mItFQAZnkxraHPIkn7AjPbRyM%2BKS95QXvr%2B69w%2BlOun3mGMZ2blZFA3YOC6uxQCUF1KfJp1bC0L6ALRnQE31XZPTSnfn8A1aUoGHKKj3BwURCQuzwoVtIeUrBoF%2FdsnQ3tfWKkJaPzLWiJDYGde5KFl93Hl%2B7W6dscn6uPW8a57MX8rFHjqXeHSaE2BoL50XFmrLiWyzXlVsoW8IXGU6LDW1Xa&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy J2 Prime 16gb 1.5 Gb Ram | Usado Bom,Samsung,499.0,349.0,30.06,https://produto.mercadolivre.com.br/MLB-3725950635-samsung-galaxy-j2-prime-16gb-15-gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=54&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S8 64 Gb Seminovo Bom,Samsung,799.99,703.0,12.12,https://produto.mercadolivre.com.br/MLB-4276119090-samsung-galaxy-s8-64-gb-seminovo-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=48&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10e 256 GB prism black 8 GB RAM,Samsung,,2368.0,,https://www.mercadolivre.com.br/samsung-galaxy-s10e-256-gb-prism-black-8-gb-ram/p/MLB14186213?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB14186213&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=9&search_layout=grid&type=product&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S21 Fe 5g 128 Gb Branco 6gb Ram,Samsung,2499.0,2174.0,13.01,https://produto.mercadolivre.com.br/MLB-4183560134-samsung-galaxy-s21-fe-5g-128-gb-branco-6gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=43&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy A30 64gb (recondicionado),Samsung,599.99,527.0,12.17,https://produto.mercadolivre.com.br/MLB-3305467021-samsung-galaxy-a30-64gb-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=42&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy Z Flip3 5g 128gb 8gb Ram Preto,Samsung,,2599.0,,https://produto.mercadolivre.com.br/MLB-3650675383-samsung-galaxy-z-flip3-5g-128gb-8gb-ram-preto-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=38&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy A21s 64gb Branco (recondicionado),Samsung,749.99,659.0,12.13,https://produto.mercadolivre.com.br/MLB-3370109457-samsung-galaxy-a21s-64gb-branco-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=37&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy J4+ 32gb Duos Cobre | Usado Bom,Samsung,459.0,390.0,15.03,https://produto.mercadolivre.com.br/MLB-3469541679-smartphone-samsung-galaxy-j4-32gb-duos-cobre-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=30&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Celular Samsung Galaxy S8 Burn In Prata 64gb 4gb 12mp Usado,Samsung,839.0,755.0,10.01,https://produto.mercadolivre.com.br/MLB-3738350406-celular-samsung-galaxy-s8-burn-in-prata-64gb-4gb-12mp-usado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=27&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy J4+ 32gb  | Usado Bom,Samsung,459.0,367.0,20.04,https://produto.mercadolivre.com.br/MLB-3727265575-smartphone-samsung-galaxy-j4-32gb-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=25&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy A15 128gb, 4gb Ram 4g Azul Escuro",Samsung,1199.0,1079.0,10.01,https://produto.mercadolivre.com.br/MLB-3652526797-celular-samsung-galaxy-a15-128gb-4gb-ram-4g-azul-escuro-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=f40e1b38-906e-45e6-9add-569a1fed9d5b&position=23&search_layout=grid&type=item&tracking_id=cd362a30-5bfd-4c62-9417-f98268b4f2a4&deal_print_id=b4c4dbd1-93e5-4379-bd04-fa67f9f1ab9a&promotion_type=TODAY_PROMOTION
Samsung Galaxy A54 5g 128gb 8gb Branco,Samsung,2831.67,1661.0,41.34,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=h%2BjPl7hmO5l41xeCSbxRx%2FhtEVKfNp1hI8mFR76iJ72Q06WTZ0KKpXU7ARU8rxYxSJjqNKZWo3WcWNEXWGdXK%2BFkvukziUSkYICB7su6ZqpTE3jxRqLIRcm9mSq7%2FGqb9Zvb%2FFAem3uXhOzpQUU4%2BMPiDqyBQABejwvSDVE3z76wMiUfokZNazD%2Bz9LMMvXMmu7HdSTlfEc%2BfLIBkdhSP%2F9sj2a0S6WUh9nAHr42LnfDndbO41W0sh2%2B5JEQsFnYySEpu0iozMnuo18PGpQG4YFEK13Phoq60a4w%2FMwceDdvsYedRpU2P05f8sXafTcQz6c1%2B%2B7Zu6olO382gdYzAUgbR5GBST%2FoF38ECR0%2B9aqQR%2BDfxxA5ytQAErcYUi2KrOQD6NLj%2BUzfa%2FSah6YwABq%2F%2FQWwjp%2Bx%2BfOhXxJQhHA34dv%2FhQVZ%2BRJ9v7Ww1JBHDQKcZgDxabNDMuPrge%2FENPgyHQuOB1CG%2FbGyh3zUenFqXHVqbyotEGOCqoS%2Bw0VxMCelXGyTninoQsXF6b5iACsD6NLKzeAZWPaVBf%2BQeozRs4YkhPj3aIb8DXEl9y7iTiiP%2BWeBEky2g7x7vRj%2BcHiotgcHM0UVzCmGGoiclNTqBVbkFavOOpZpeNoLNhSqlYNF8jeQpl1%2F2tBaj%2FVJtSwPRS1UNcsYxY586ootjvTJ48N1NH9O3GWA4I7Gr6%2BWR%2FP4FcZ5pdCQT44sKf0scgYIGRWG5%2Fb1TtmDwmLn8QMJ7fQfz16PVZpTjYS3vrhWYqIIZEsjgqFVrUN6luCdfoxnzB4U4ZLfevmmdkfYwk0e9cjMa1aHMxgLRNHtDt4dJ6JbYVq%2BYmWdf8eiNqHdJdcD2A3I%2F34AxbsuTfFYboHOk8WulShQRGEcqT9gpTNPED46lo4NDiohQsc%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A35 5G Dual SIM 256 GB Azul-claro 8 GB RAM,Samsung,2799.0,1797.0,35.8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ogiuO3J6F%2B87QifWaXfyChkkTnrpw06BA36%2B%2B3gmbWzBryPDEX2B41%2FI1HoVPfCNRX6egt7ydp%2BmpA%2F%2Fz2Y63AJj4qowm%2BnGithRZ%2BgF7GC4gZ6fI8z%2BJ7MYC1CLn%2Bhaq%2FNYBxSXhYIOtiBqapelqoD%2FR4zo%2FbGiGSrklLQvSCqMam2BVF1978IpO4odsaTSSBTBwH3nyJZBdMJXocRBP%2BfuQvZY8BOpxvFHoUt7e53Lrp2k4xnmO3ahUYmNBrjLFGONq52EQ%2FLCg8umxqLXNrIsGNSyfsh8uh21U0Xx4tvJFatHupX8jGVcGop61m0ay5xxwspdJxtORwBEx%2FlS5UQVd3LJ499qFJIFbx1eN79GxcP8rcAI%2FUnNshK4Y1Uwtf5h4%2FHPcfEd%2FKCR%2Bc0EkWUf%2BdicwHLq1Mpw8WAk6W%2BIr2Krr8qFIoSOr6M%2BDIJfqjCGq4gcIV7XpwDNjZWeo9B8Z%2Fdid2oZFqiDa8J%2FuCnEttKuRR06aZKuFRK3YpNiuwTKnNGaEVxy6vQp9XhrVy4XyyD9Y6dzKipWXSwCKnLvmY3YCo%2FULUzT%2FyjjUkQqynBDWk434%2BVmCQwpZAiaUAyGXn3WpRWoNMhwZdqEjkWVklsi15wUtnA4TX6xSjNUFrXaMjHsFIedGXLEL1Qtd9GHbtC2skHX7G4AI2Bixf%2BxVQVBDo8pe8P8NCWPCXKeUU%2FZQ3RQniBc8aDtypRWFT0%2F4fr%2FJMNqJfm9Rekwatn%2BziBfSy2mSMB5zmN39sq%2FIZaDChiOxqNbSUok8GhWKPwXfsNJGRZ3o6r3sQVAGdg3qHGbTGiOhesL3Vspk7T5WATMLzryLlM2foPnFBpW3GFZRK2hax1KBdyDow6C4s7LoC91Ls6flb7lahK7jxfMJB4afuD9zx5PmQHTGqTMa%2FHs4pF38%2FGYn4CKk6U%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A15 4G Dual SIM 128 GB Azul claro 4 GB RAM,Samsung,1270.0,859.0,32.36,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VNfsHTBwud24QgaoPsqbUFVbejvloCjSxFENkvFlsnICW8bD0mbJYBAes%2B2nVGc4XzXP0nJfqJy3I4KwxgXvCXQnHPjoR%2FhnJbW44DqOcFOeAqjAXjTauS0uPmi%2BZaqN441OMVDJDJ2hEsJsqLjbMwgZnkeCN4oor0uctolz5uI3OxItRwrLPJRw%2F3HGChz20ETZsBs2Exaq4l7yH988lFcWJyJL%2BOHCI4YTb%2BGDGQL3m0uwBS%2FjzZzibBzcSySpmok27nsk%2FTaTHHkvPV%2BD%2B5G3GG4oWGLOeXF8sHA0GRGVLz8RR4HIuwcHDzvvABXaau81xOinm568mQQck5Gp93K%2F%2B6oB1lu1VtUYEqcyzsE8DqxUM%2BsKK3y8fzKZtCxCRUn716Ct8kJGXqUll3Zs1luw1O7mZwPvKiklAIx9yMqjBQtpH%2F2QpBabo%2BEthp2q7V%2FzTOTJ3xqidW%2FBgXiM%2Blm4yA28wTP6ml82NMH3pCOyNLi9nCAOsnl%2FLFGjEmAnB8HSlREznfmlfUkx2%2FAmPDHdsa4gsNnGwWXZ%2F4UnABAradP%2BLsTl40Iufo99PVpBA7oaWHcnQMndgWegrk78%2FC8ra4bT2GJtXwI3Kq3fEPyeFh2ib00RuZWU6vCJbwHbBclwcjN8Nlq6SOAfEOD1U3%2Fzris2WHdeHejkxTIIloBOTVQqW2BvSdcy32ai6kcQ2WQAlYG9lAN%2FU%2FY5ix1%2Bg%2FA1pyk4TrlVEUE2XhW1QscKDW9bTY2KJqrNGKEF6qNtfOM9JFOXoSqnCKaXwqRPSLqobgdZV3vB3G6%2BcdhzajVVUQaTM%2B%2FJfkgEh29e03BGVfNQppiZYGK2WlmPTeF6277ZSWm8CvMAv%2BXldk4Xdq1QYc04rlYFICcmedoKHCJo3opMo94xb7KJ1XLgHlyingnh5sDlS2Ob%2FXY%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Kit Samsung Galaxy A25 256gb 5g Verde + Rel Galaxt Fit 3,Samsung,1999.9,1689.0,15.55,https://produto.mercadolivre.com.br/MLB-3683268113-kit-samsung-galaxy-a25-256gb-5g-verde-rel-galaxt-fit-3-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=87470b30-0151-4fd0-a856-13dc619fc35e&position=31&search_layout=grid&type=item&tracking_id=e02ab87e-c432-43ef-90f5-29a5c6121cc0&deal_print_id=93c84d19-473a-48e6-9951-fa9d3252f7f6&promotion_type=TODAY_PROMOTION
Samsung Galaxy A15 256gb 4gb Ram Tela 6.5  Azul Escuro,Samsung,1799.9,1225.0,31.94,https://produto.mercadolivre.com.br/MLB-3589151745-samsung-galaxy-a15-256gb-4gb-ram-tela-65-azul-escuro-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=87470b30-0151-4fd0-a856-13dc619fc35e&position=29&search_layout=grid&type=item&tracking_id=e02ab87e-c432-43ef-90f5-29a5c6121cc0&deal_print_id=93c84d19-473a-48e6-9951-fa9d3252f7f6&promotion_type=TODAY_PROMOTION
"Smartphone Samsung Galaxy A35 256gb 8gb 6,6  Azul Claro",Samsung,2399.0,2169.0,9.59,https://produto.mercadolivre.com.br/MLB-3686277811-smartphone-samsung-galaxy-a35-256gb-8gb-66-azul-claro-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=87470b30-0151-4fd0-a856-13dc619fc35e&position=27&search_layout=grid&type=item&tracking_id=e02ab87e-c432-43ef-90f5-29a5c6121cc0&deal_print_id=93c84d19-473a-48e6-9951-fa9d3252f7f6&promotion_type=TODAY_PROMOTION
Samsung Galaxy A55 5G Dual SIM 256 GB 8 GB RAM cor Rosa,Samsung,3299.0,2087.0,36.74,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=NAOCN3IbJW41uRofcjlBeq0uCopY3ZDg37jecFIjN4uKg0f8w%2Fi5ZQMSbltW0EdCemo05RzjQoHcQ7G3SjVYbtCa0t%2FynNXzyLkLJpxnFI%2BEvxF%2BnWzjUxgKofLFHotFM5VMfQbI2X7iV%2FsxUVi%2FNxvBtziFqwO2WlLmK%2BctWTXbbWaFKVa02xd66TP1SHrVmrAcApWo3ILu41Fdl9JFOvONnI8VruO0kbuaDyNmNZVoR0%2B0l7uDnFnPPjNNn4yo4FqUBkhV2JHYXsKCYo9wSQNuBBpXrPtFf2W4UvykJ0KaBAXVqLtmKKPvOtrW2K0SafzbxC0cGtWZVZCVuZGRA3mjKxS3rnWYCDmAXcf94jifMX1oQTbptaqd5BXslW7piRyvDNZRtHK3xWSPehWi8Zk38jvHj2CpI7L0%2FfADCIxYd%2BUTHXyjdR%2BEg7QffF10O7wECKhoEE7QTsEzqDE8Cvkii839ywhbzB1Wk1R1bvce6XsLXakcvkSFNJdUKVJ1P2pV5HosHkHOj5YlgkD4dzbsVFOAgwEnc9lWB%2F1l%2BrGl1sb1vhKkCXd%2Fh7gVAm0GXmneFU%2FRQkFSBsRQoOns8cq147gKlyBkS9dBzH2qdbxdvcJwv3KXwvGi8L5db50v4IrUwAdg%2BGdNpITzCi5r7xyPcyfI6ywcJMARUi6trkmFg1d%2F9cncRPY5dRLmxHGrD0Y4%2B%2FpRZImW2LfzN7%2F0US0Rgr5kC8sIGKwq9gEgTHMhtJLKaVnQygNWCxwlMzsvczwiCJz%2FDCnfneQaiCVqAE7RNKtE4TxStX4Xcvgjy6nGs8Eqq1lEDmr%2FTobI71iEc4%2B6ceTXEFAuLmmmjkgh7DZfAzsyNNjPeLxq7irUmdysqHO3B3Atm2T38eshBx2%2FD2QCwKv7b9vSu%2Bgkxqpxd3RAj8yyorEkbcg%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A55 5G Dual SIM 256 GB Azul escuro 8 GB RAM,Samsung,3299.0,2087.0,36.74,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=e%2B4LS45JBpVGJNNtrLDfLEG%2BrJs7IVDzYaOMDxhWX%2BqYRlVwZHzY1pNg7SNU69Gex0wx7iy4C5nm6z3tRlQBDCHXZ3SLM1g4h3D947NQVZJMx6W9SzQx39lIWeR%2B8SaOI2EtzUqGOv8%2FlWIJ8Gi4Ne%2Bf6dYqIPyQJuRg6i6CsvoAPMsvpzYpyO1Uo%2B0S0Ojx1olFQxORWSJ%2BRvrOixFV%2FPWp7yay%2F9l7KeEf7xjlJmimM1vfjvZ%2F73XT99nsl7HfoCsHrvj%2FSZhJF3fC56a%2BvqoZ2GdObD2Qe1zsEv7jPMo8AdNGcl6PmJS%2BueYHqbeMf7XPAjAxcIQhKbxHHws%2F73O7QB7bB2S13Z4CDG%2F9w87zougO21MDshfB25KNBxFXWq3i0OCiV5%2BuRvKTFNmLZI2JtVeAeSO8z5y%2FfSdQ3cYycWZ0%2BI0VyHToKTyS6pdKvroSblwg8ubawWlOUu93LJf6xDFjZexv78sQbU0nlf89E1OMRD%2Fnr0tiU193ck2sZ8cV3vMvkdy7okDTtKiqURLtnJZeV2N6ajR%2FBs1vxDyuB4ToY5dvX7Cwa5MgyZ%2FTIXjJGvdOQyy9nbUn7JdyttfgouNw4n8V8Jt%2FJ2wBOVIr0fe4tsQKWrdPe8TnFs8BlNHVJqHQ%2Fq0xc9lt1BNfrYoSOgjKNGvh0o9VojAFXt6EmEVh6Q2o1QA3pyvXKxXl0ntL24iUacewz1b9MlLxhBeT5q0qpO6DfFdmSQtO20RpKNY1YkIRQfmjD1mkRovO4TzH6flj38TS2uqAq1xqTu2XqwbXFZweQFIBgE9eFtBOqjLIC32j%2FJ9SFcZdYTwDp0F5R5IRadVvUK%2BwgW%2B8r2GPcV5qH2IebMkO0IlcEosPi6e3jVoHuJ6Xcx8pkV8%2FiOhmnE0kqTSJEpghhSP5qzsyunnsB1g5AuhoCv8TZg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Celular Samsung Galaxy A55 5G Dual SIM 128GB Rosa 8GB RAM,Samsung,2799.0,1770.0,36.76,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=dudk6B%2B%2BJmkc2nMLIkSy9r8dN%2BHaauw4O0Xqsw7PGF1Ucisorsw%2BuCIjMAGoC3Sb3eQjdE%2F8NKKNlzEa2gaZ6WMdsnxEkpoeuElourSQe4uEawe0HTKcVrpIBdLAbZUYTEW47Y5TQDjS6XlHkDmcqG2YX%2B%2BKGhi3zQLScjibSygTh3Xuh%2Bu%2BvtQ2HG9CmZpVuIqBAJLgfKHNtfBDoYoqykwUizHfE4HSb1ylPVKeQZSonbeE8KV7WisHilyvMpCkjbBaXU8ys9BU92fvXHKpHh4xhA6U80gPjLpGEdy%2BNIS5l%2FrYKYiy7LMHApJpJ%2BOOhU1m6%2F2NdlkMOrFdUyonwD0caEIM02QWavfU1r3%2BA%2Fa0aHHFNqmzvce7tTEkEXJ1gGYWuK2QSs51Hxu9d6PkZwXjJt%2BEZ%2Bss54zY6ERRLJXibWWV7SGj6ymlOZLtuiVu17ebOdfsRaxDxfYwHze5f%2B0ovvQqIRBQKZb6Siy8jumvHBI8xNuvrbSGZ0RFBZ3vtynpFIhcxqEC6xkG6UKmHRKcf2XxnrQGP2tENglwxhyWPuF%2F%2BZOrQIUQrJ6HAjs4HhqsBFaiQcgOayh3GP3p2F7aXBT%2B4sT9HfSEjYDnl%2B1827clYqC%2FWgZIGPo6R%2FiBh9BiKrXVG%2BNF48qfSY8bps4USuHIH%2FLDC7OOKzHAv2DB5Q3wRXamj6wZbAkFO1BAbctIdA5Z851Y6K3YlGy4ZDacnJzzzH91pqKREAqhS11mIpAGCYHOX7Z3rNpyiQ3vYeVSHNqG0zcdJjeSoMiVErILIfiTi%2BGbajPf3qCP6Avp7AD2oiafCeHINAN4V68nhz%2BG61zbT%2B%2FuZbi0rRgYpCjCibQodylBc12MbUjmsSSI9ZVgxQxqMI9lRw98RJxMrcTLyLXd%2FzdYmfjMlkZVf2y2vPY2zyeAnA3azA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
